X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-13633817.5,4535233.864,1367,6785,MUSSEL ROCK TRANSFER STATION,1680 EDGEWORTH AVENUE,DALY CITY,CA,94015,NOT AVAILABLE,(619) 449-4053,TRANSFER,CLOSED,SAN MATEO,6081,USA,37.6865065,-122.4746664,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF DALY CITY,NOT AVAILABLE,41-AA-0015
-13506293.86,4571372.974,1368,6871,RECOLOGY STOCKTON,250 PORT ROAD 23,STOCKTON,CA,95203,NOT AVAILABLE,(209) 463-1061,TRANSFER,CLOSED,SAN JOAQUIN,6077,USA,37.94297324,-121.3291021,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PORT OF STOCKTON / CITY OF STOCKTON,NOT AVAILABLE,39-AA-0045
-13569204.65,4490310.133,1369,6696,GREENWASTE RECOVERY FACILITY,625 CHARLES STREET,SAN JOSE,CA,95112,NOT AVAILABLE,(408) 283-4800,TRANSFER,OPEN,SANTA CLARA,6085,USA,37.3664579,-121.8942393,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GREEN WASTE RECOVERY,NOT AVAILABLE,43-AN-0019
-13313889.42,5729795.879,1370,412028,FINLEY BUTTES REGIONAL LANDFILL,73221 BOMBING RANGE ROAD,BOARDMAN,OR,97818,NOT AVAILABLE,(541) 965-1339,MUNICIPAL,OPEN,MORROW,41049,USA,45.6836365,-119.6007036,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,5/2/2019 0:00,IMAGERY/OTHER,6/5/2019 0:00,http://finleybutteslandfill.com/,NOT AVAILABLE,NOT AVAILABLE,FINLEY BUTTES LANDFILL COMPANY,NOT AVAILABLE,394
-7211282.999,2002131.621,1371,782658,ANGUILLA LANDFILL,UNNAMED ROAD OFF ROUTE 64 / E OF HENRY E ROHLSEN AIRPORT,ST CROIX,VI,820,NOT AVAILABLE,(340) 778-1231,"MUNICIPAL, C&D",OPEN,SAINT CROIX,78010,VIR,17.69715766,-64.78005736,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.viwma.org/Business_Information/Solid_Waste_2.aspx,9/20/2019 0:00,IMAGERY,9/20/2019 0:00,http://www.viwma.org/Business_Information/Solid_Waste_2.aspx,NOT AVAILABLE,NOT AVAILABLE,VIRGIN ISLANDS WASTE MANAGEMENT AUTHORITY,NOT AVAILABLE,NOT AVAILABLE
-13660416.87,4633598.313,1372,6689,GLOBAL MATERIALS RECOVERY SYSTEMS,3899 SANTA ROSA AVENUE,SANTA ROSA,CA,95407,NOT AVAILABLE,(707) 585-0511,TRANSFER,OPEN,SONOMA,6097,USA,38.38247371,-122.7136126,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GLOBAL MATERIALS RECOVERY SYSTEMS,NOT AVAILABLE,49-AA-0390
-13454813.87,4506555.281,1373,6984,TURLOCK TRANSFER,1100 SOUTH WALNUT,TURLOCK,CA,95380,NOT AVAILABLE,(209) 668-6049,TRANSFER,OPEN,STANISLAUS,6099,USA,37.48235112,-120.8666494,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MARCHANT LAND MANAGEMENT,NOT AVAILABLE,50-AA-0004
-13132816.8,4043723.898,1374,6333,"NU-WAY LIVE OAK RECLAMATION, INC",13620 LIVE OAK LN,IRWINDALE,CA,91706,NOT AVAILABLE,(626) 357-7766,"MUNICIPAL, C&D",CLOSED,LOS ANGELES,6037,USA,34.11105599,-117.9741006,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,1.10014E+11,10/5/2018,"WASTE MANAGEMENT, INC",NOT AVAILABLE,19-AA-0849
-13062846.73,4034834.413,1375,6290,COLTON SANITARY LANDFILL,850 TROPICA RANCHO ROAD,COLTON,CA,92324,NOT AVAILABLE,(800) 722-8004,"MUNICIPAL, C&D",CLOSED,SAN BERNARDINO,6071,USA,34.04491354,-117.3455487,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,4/7/2015,SAN BERNARDINO COUNTY SWMD,NOT AVAILABLE,36-AA-0051
-13026727.36,4141798.547,1376,6266,BARSTOW SANITARY LANDFILL,32553 BARSTOW RD (3 MI S OF BARSTOW),BARSTOW,CA,92311,NOT AVAILABLE,(800) 722-8004,"MUNICIPAL, C&D",OPEN,SAN BERNARDINO,6071,USA,34.83734247,-117.0210829,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,5/1/2071,SAN BERNARDINO COUNTY SWMD,NOT AVAILABLE,36-AA-0046
-13170037.35,3939203.451,1377,6338,PEBBLY BEACH (AVALON) DISPOSAL SITE,1 DUMP ROAD,AVALON,CA,90704,NOT AVAILABLE,(714) 826-9049,"MUNICIPAL, C&D",OPEN,LOS ANGELES,6037,USA,33.33011365,-118.3084585,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,1/1/2020,CR AND R ENVIRONMENTAL SERVICES,NOT AVAILABLE,19-AA-0061
-13195714.15,3890656.23,1378,6349,SAN CLEMENTE ISLAND LANDFILL,SAN CLEMENTE ISLAND,SAN CLEMENTE ISLAND,CA,92674,NOT AVAILABLE,(619) 524-9161,"MUNICIPAL, C&D",OPEN,LOS ANGELES,6037,USA,32.96497747,-118.5391171,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,NOT AVAILABLE,1/1/2032,SAN CLEMENTE ISLAND LANDFILL NAVY REG SW,NOT AVAILABLE,19-AA-0063
-13041070.83,3874423.289,1379,6379,WEST MIRAMAR SANITARY LANDFILL,5180 CONVOY STREET,SAN DIEGO,CA,92111,1208,(619) 533-3688,"MUNICIPAL, C&D",OPEN,SAN DIEGO,6073,USA,32.84254683,-117.1499325,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,1.10007E+11,8/31/2025,U.S. DEPARTMENT OF NAVY,NOT AVAILABLE,37-AA-0020
-13507907.73,4698531.644,1380,6380,WESTERN REGIONAL LANDFILL,3195 ATHENS ROAD,LINCOLN,CA,95648,NOT AVAILABLE,(916) 543-3960,"MUNICIPAL, C&D",OPEN,PLACER,6061,USA,38.8382707,-121.3435997,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,1.10018E+11,1/1/2058,WESTERN PLACER WMA,NOT AVAILABLE,31-AA-0210
-13451006.73,4671673.825,1381,6371,UNION MINE DISPOSAL SITE,5700 UNION MINE ROAD,EL DORADO,CA,95623,NOT AVAILABLE,(530) 295-0429,"MUNICIPAL, C&D",OPEN,EL DORADO,6017,USA,38.65009448,-120.8324493,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www2.calrecycle.ca.gov/swfacilities/directory,4/29/2019 0:00,IMAGERY/OTHER,5/6/2020 0:00,NOT AVAILABLE,1.10009E+11,1/1/2040,EL DORADO COUNTY,NOT AVAILABLE,09-AA-0003
-8436820.273,4529677.394,1382,512589,ACCOMACK COUNTY - BOBTOWN SOUTHERN LANDFILL,16640 HOLLIES CHURCH ROAD,MELFA,VA,23410,NOT AVAILABLE,(757) 787-2814,"MUNICIPAL, C&D",CLOSED,ACCOMACK,51001,USA,37.64699517,-75.78924601,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://co.accomack.va.us/departments/public-works/landfill-transfer-station,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,12/31/2012,SWP091
-8627081.376,4488044.835,1383,512643,SHOOSMITH SANITARY LANDFILL,11520 IRON BRIDGE ROAD,CHESTER,VA,23831,NOT AVAILABLE,(804) 748-3311,"MUNICIPAL, C&D",OPEN,CHESTERFIELD,51041,USA,37.35028297,-77.49839057,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.shoosmithlandfill.com/,1.10002E+11,NOT AVAILABLE,SHOOSMITH LANDFILL LLC,NOT AVAILABLE,SWP587
-8710180.099,4428646.595,1384,512621,LUNENBURG COUNTY OF - SANITARY LANDFILL,45 LANDFILL ROAD,LUNENBURG,VA,23952,NOT AVAILABLE,(434) 696-2559,"MUNICIPAL, C&D",OPEN,LUNENBURG,51111,USA,36.92491879,-78.2448791,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.lunenburgva.net/?page_id=61,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP544
-8907802.144,5170487.053,1385,422083,LAKE VIEW LANDFILL,851 ROBISON RD. ,ERIE,PA,16509,NOT AVAILABLE,(814) 824-7800,"MUNICIPAL, C&D",OPEN,ERIE,42049,USA,42.06343908,-80.02014814,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www1.wmsolutions.com/facilities/details/id/229,1.10009E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,100329
-8765873.417,4488324.556,1386,512592,APPOMATTOX COUNTY LANDFILL 86,146 RECYCLE LN,APPOMATTOX,VA,24522,NOT AVAILABLE,(434) 352-8184,"MUNICIPAL, C&D",CLOSED,APPOMATTOX,51011,USA,37.35228045,-78.74518069,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.appomattoxcountyva.gov/index.asp?Type=B_BASIC&SEC=%7BCA9BDBD0-4FDE-4EE6-B547-DD700ED7ED70%7D,1.10011E+11,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE
-8634344.754,4534075.63,1387,512613,HENRICO COUNTY DPU SPRINGFIELD RD WASTE MANAGEMENT,10600 FORDS COUNTRY LN,GLEN ALLEN,VA,23060,NOT AVAILABLE,(804) 727-8770,"MUNICIPAL, C&D",CLOSED,HENRICO,51087,USA,37.67827219,-77.56363861,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://henrico.us/utility/solid-waste/landfill-services/,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,6/30/2014,SWP545
-8613224.86,4472954.872,1388,512630,TRI CITY REGIONAL DISPOSAL AND RECYCLING SERVICES,390 INDUSTRIAL DR,PETERSBURG,VA,23803,NOT AVAILABLE,(804) 748-8324,"MUNICIPAL, C&D",OPEN,PETERSBURG (CITY),51730,USA,37.24244703,-77.37391537,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.containerfirst.com/disposal.html,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP228
-8482826.035,4409677.638,1389,512653,VIRGINIA BEACH CITY - LANDFILL NO 2,1989 JAKE SEARS ROAD,VIRGINIA BEACH,VA,23464,5119,(757) 366-4560,"MUNICIPAL, C&D",OPEN,VIRGINIA BEACH (CITY),51810,USA,36.78857456,-76.2025228,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.vbgov.com/government/departments/public-works/pw-waste-management/Pages/city-landfill.aspx,1.10011E+11,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP398
-8754331.776,5111294.818,1390,422088,MCKEAN COUNTY LANDFILL,19 NESS LN.,KANE,PA,16735,NOT AVAILABLE,(814) 778-9931,MUNICIPAL,OPEN,MCKEAN,42083,USA,41.66745211,-78.64150037,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.casella.com/locations/landfill/pa/kane,1.10011E+11,NOT AVAILABLE,CASELLA INC,NOT AVAILABLE,100361
-9207234.98,4429682.431,1391,512656,WISE COUNTY SANITARY LANDFILL,5101 B KENT JCT ROAD,NORTON,VA,24213,NOT AVAILABLE,(276) 679-0515,"MUNICIPAL, C&D",OPEN,WISE,51195,USA,36.93235712,-82.70999907,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.wisecounty.org/services/guidegl.html#Landfill,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP513
-8576194.808,5112392.45,1392,422103,TIOGA COUNTY C/D LANDFILL,540 OLD BLOSS RD. ,WELLSBORO,PA,16901,NOT AVAILABLE,(570) 638-2107,C&D,OPEN,TIOGA,42117,USA,41.67481742,-77.04126876,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.ntswa.org/locations.php,1.10011E+11,NOT AVAILABLE,NORTHERN TIER SOLID WASTE AUTHORITY,NOT AVAILABLE,101201
-8914329.437,4984578.05,1393,422098,SENECA LANDFILL,421 HARTMAN RD.,MARS,PA,16033,NOT AVAILABLE,(724) 625-9000,MUNICIPAL,OPEN,BUTLER,42019,USA,40.81150313,-80.07878381,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.vogeldisposal.com/,1.10007E+11,NOT AVAILABLE,VOGEL DISPOSAL SERVICE INC,NOT AVAILABLE,100403
-8809777.556,4937598.857,1394,422072,EVERGREEN LANDFILL,LUCIOUSDORO RD.,BLAIRSVILLE,PA,15731,NOT AVAILABLE,(724) 479-3336,"MUNICIPAL, C&D",OPEN,INDIANA,42063,USA,40.49132209,-79.13957828,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www1.wmsolutions.com/facilities/details/id/227,1.10002E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,100434
-8661386.872,4836476.699,1395,422092,MOUNTAIN VIEW RECLAMATION ,9446 LETZBURG RD.,GREENCASTLE,PA,17225,NOT AVAILABLE,(717) 597-5666,"MUNICIPAL, C&D",OPEN,FRANKLIN,42055,USA,39.79693184,-77.80656209,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www1.wmsolutions.com/facilities/details/id/228,1.10001E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,101100
-8913588.787,4547335.29,1396,512629,COVINGTON CITY - PETERS MOUNTAIN LANDFILL,RTE 600,COVINGTON,VA,24426,NOT AVAILABLE,(540) 962-6317,"MUNICIPAL, C&D",OPEN,ALLEGHANY,51005,USA,37.77248534,-80.07213044,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.deq.virginia.gov/Programs/LandProtectionRevitalization/ReportsPublications/AnnualSolidWasteReports.aspx,10/30/2019 0:00,IMAGERY,10/31/2019 0:00,http://www.covington.va.us/index.php/business/city-departments/public-works,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SWP594
-8634265.542,4861336.875,1397,422078,IESI BLUE RIDGE LANDFILL,1578 ORCHARD RD.,SCOTLAND,PA,17254,NOT AVAILABLE,(717) 709-1700,MUNICIPAL,OPEN,FRANKLIN,42055,USA,39.96830058,-77.56292703,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.progressivewaste.com/en/locations/blue-ridge-landfill,1.10007E+11,NOT AVAILABLE,PROGRESSIVE WASTE SOLUTIONS,NOT AVAILABLE,100934
-8631744.746,4956232.073,1398,422089,MIFFLIN CO BARNER LF,87 LANDFILL RD,LEWISTOWN,PA,17044,NOT AVAILABLE,(717) 242-3301,MUNICIPAL,CLOSED,MIFFLIN,42087,USA,40.61849836,-77.54028233,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/Pages/default.aspx#.VyN2zPkrJaR,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.mifflincountyswa.com/,1.10021E+11,NOT AVAILABLE,MIFFLIN COUNTY SWA,12/31/2005,NOT AVAILABLE
-8505762.023,4948915.851,1399,422094,PINE GROVE LF,193 SCHULTZ ROAD,PINE GROVE,PA,17963,NOT AVAILABLE,(570) 345-2777,MUNICIPAL,CLOSED,SCHUYLKILL,42107,USA,40.56859216,-76.40856029,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/Pages/default.aspx#.VyN2zPkrJaR,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.pottsandmongersanitation.com/self-haul.html,1.10001E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,12/31/2011,NOT AVAILABLE
-8510441.675,4859125.457,1400,422086,LCSWMA FREY FARM LANDFILL,3049 RIVER RD.,CONESTOGA,PA,17603,NOT AVAILABLE,(717) 397-9968,MUNICIPAL,OPEN,LANCASTER,42071,USA,39.95307396,-76.45059831,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.lcswma.org/lcswma_facilities_frey.html,1.1002E+11,NOT AVAILABLE,LANCASTER COUNTY SWA,NOT AVAILABLE,101389
-8448672.418,4890669.051,1401,422071,CONESTOGA LANDFILL,HARVEY AND SHILOH RD.,MORGANTOWN,PA,19543,NOT AVAILABLE,(610) 286-6844,MUNICIPAL,OPEN,BERKS,42011,USA,40.16994505,-75.89571564,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.conestogalandfill.com/,1.10011E+11,NOT AVAILABLE,ALLIED WASTE / REPUBLIC SERVICES,NOT AVAILABLE,101509
-8439595.209,4906292.277,1402,422095,PIONEER CROSSING,727 RED LANE RD.,BIRDSBORO,PA,19508,NOT AVAILABLE,(610) 582-2900,MUNICIPAL,OPEN,BERKS,42011,USA,40.2771034,-75.81417368,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY/OTHER,1/28/2020 0:00,http://www.jpmascaro.com/pioneer_crossing_landfill.php,1.10039E+11,NOT AVAILABLE,JP MASCARO & SONS,NOT AVAILABLE,100346
-8327308.961,4885944.004,1403,422104,TULLYTOWN LANDFILL,1121 BORDENTOWN RD,MORRISVILLE,PA,19007,NOT AVAILABLE,(215) 736-9400,MUNICIPAL,CLOSED,BUCKS,42017,USA,40.13750298,-74.80548915,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/Pages/default.aspx#.VyN2zPkrJaR,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.wm.com/find-a-facility.jsp#/?address=19067%20usa&radius=80500,1.10001E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,101494
-8323736.981,4891526.423,1404,422076,GROWS NORTH,1000 NEW FORD MILL RD.,MORRISVILLE,PA,19067,NOT AVAILABLE,(215) 428-4340,MUNICIPAL,CLOSED,BUCKS,42017,USA,40.17583009,-74.77340151,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/Pages/default.aspx#.VyN2zPkrJaR,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.wm.com/find-a-facility.jsp#/?address=19067%20usa&radius=80500,1.10007E+11,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,101680
-8387377.21,5017367.55,1405,422068,BUTZ LF,3325A NORTH RD,TANNERSVILLE,PA,18360,NOT AVAILABLE,(570) 826-5434,MUNICIPAL,CLOSED,MONROE,42089,USA,41.03406505,-75.34509142,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/Pages/default.aspx#.VyN2zPkrJaR,6/20/2019 0:00,IMAGERY,1/28/2020 0:00,http://www.epa.gov/reg3hwmd/npl/PAD981034705.htm,1.10009E+11,NOT AVAILABLE,PENNSYLVANIA DEP,12/31/1973,PAD981034705
-8442831.109,4846563.551,1406,422097,SECCRA LANDFILL,261 STREET RD.,KENNETT SQUARE,PA,19348,NOT AVAILABLE,(610) 869-2452,MUNICIPAL,OPEN,CHESTER,42029,USA,39.86651521,-75.84324226,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY/OTHER,1/28/2020 0:00,http://seccra.org/,NOT AVAILABLE,NOT AVAILABLE,SOUTHEASTERN CHESTER COUNTY SWA,NOT AVAILABLE,101069
-8383423.533,4956737.139,1407,422077,IESI PA BETHLEHEM LANDFILL,2335 APPLEBUTTER RD.,BETHLEHEM,PA,18018,NOT AVAILABLE,(610) 317-3200,MUNICIPAL,OPEN,NORTHAMPTON,42095,USA,40.6219422,-75.30957493,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY/OTHER,1/28/2020 0:00,http://bethlehemlandfill.com/about-us/,NOT AVAILABLE,NOT AVAILABLE,PROGRESSIVE WASTE SOLUTIONS,NOT AVAILABLE,100020
-8430612.591,5070902.18,1408,422065,ALLIANCE LANDFILL,398 S KEYSER AVE.,TAYLOR,PA,18517,NOT AVAILABLE,(570) 562-1600,MUNICIPAL,OPEN,LACKAWANNA,42069,USA,41.39582456,-75.73348145,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://www.dep.pa.gov/Business/Land/Waste/SolidWaste/MunicipalWaste/MunicipalWastePermitting/Pages/MW-Landfills-and-Resource-Recovery-Facilities.aspx,6/20/2019 0:00,IMAGERY/OTHER,1/28/2020 0:00,http://alliancelandfill.wm.com/index.jsp,NOT AVAILABLE,NOT AVAILABLE,WASTE MANAGEMENT INC,NOT AVAILABLE,100933
