Unnamed: 0,Landfill Name,Physical Address,City,State_x,County,Zip Code,Latitude,Longitude,State_y,"Age-Adjusted Incidence Rate - cases per 100,000",Average Annual Count,Recent Trend,Clean State
27.0,Huntsville MSWLF,4100 Leeman Ferry Road SW,Huntsville,AL,Madison,35804,34.6885,-86.59200000000001,0,0,0.0,0,0
31.0,Magnolia Subtitle D MSW LF,15140 County Road 49,Summerdale,AL,Baldwin,36580,30.45727,-87.7761,0,0,0.0,0,0
33.0,Morris Farm Landfill,4 County Road 418,Hillsboro,AL,Lawrence,35643,34.70381,-87.22116,0,0,0.0,0,0
35.0,North Montgomery SLF MSWLF,115 Division Street,Montgomery,AL,Montgomery,36104,32.4131,-86.3245,0,0,0.0,0,0
36.0,Pine View SLF MSWLF,2730 Bryan Road,Dora,AL,Walker,35062,33.71458,-87.04981,0,0,0.0,0,0
37.0,Salem Landfill,4210 Lee Road 183,Opelika,AL,Lee,36804,32.65347,-85.2636,0,0,0.0,0,0
38.0,Sand Valley Landfill,3345 County Road 209,Collinsville,AL,DeKalb,35961,34.342,-85.86200000000002,0,0,0.0,0,0
40.0,Scottsboro Landfill,650 County Road 412,Hollywood,AL,Jackson,35768,34.756,-85.919,0,0,0.0,0,0
42.0,Shelby County Highway 70 Landfill,"4154 Highway 70
401 Landfill Road",Columbiana,AL,Shelby,35051,33.171785,-86.687566,0,0,0.0,0,0
43.0,Shoals Solid Waste Disposal Authority (SSWDA) LF,2015 Missouri Street Highway 43 S,Tuscumbia,AL,Colbert,35674,34.694,-87.6609,0,0,0.0,0,0
44.0,"Stones Throw Landfill, LLC",1303 Washington Boulevard,Tallassee,AL,Tallapoosa,36078,32.5154,-85.8311,0,0,0.0,0,0
45.0,Three Corners Landfill,2205 County Road 6,Piedmont,AL,Cherokee,36272,33.9962,-85.7254,0,0,0.0,0,0
46.0,Timberlands Landfill,22800 Highway 41,Brewton,AL,Escambia,36426,31.2593,-87.1923,0,0,0.0,0,0
47.0,"Turkey Trot Landfill, LLC",2328 Mannish Ryan Road,Citronelle,AL,Washington,36522,31.15848,-88.19,0,0,0.0,0,0
50.0,Willow Ridge Landfill,10512 Highway 13,Haleyville,AL,Winston,35565,34.17569,-87.60779000000002,0,0,0.0,0,0
52.0,City of Conway Landfill,4550 Highway 64 West,Conway,AR,Faulkner,72032,35.1119,-92.5068,0,0,0.0,0,0
55.0,City of Morrilton Landfill,51 Dump Road,Morrilton,AR,Conway,72110,35.1297,-92.6976,0,0,0.0,0,0
56.0,Craighead County Solid Waste Disposal Authority LF,238 County Road 476,Jonesboro,AR,Craighead,72404,35.719434,-90.68862,0,0,0.0,0,0
57.0,Crittenden County Sanitary Landfill,1299 Kuhn Road,West Memphis,AR,Crittenden,72301,35.13597,-90.25606,0,0,0.0,0,0
58.0,Eco-Vista Landfill,2210 Waste Management Drive,Springdale,AR,Washington,72762,36.140147,-94.256073,0,0,0.0,0,0
60.0,Fort Smith SLF,5900 Commerce Road,Fort Smith,AR,Sebastian,72916,35.2926,-94.3704,0,0,0.0,0,0
61.0,IESI Cherokee Village Landfill,100 Landfill Road,Cherokee Village,AR,Fulton,72529,36.28126,-91.63128,0,0,0.0,0,0
63.0,Jefferson County Landfill,6000 Gravel Pit Road,White Hall,AR,Jefferson,71602,34.34676,-92.19214,0,0,0.0,0,0
72.0,Shannon Road Landfill,7700 Shannon Road,Pine Bluff,AR,Jefferson,71603,34.204169,-92.09412,0,0,0.0,0,0
64.0,Little Rock City SW Landfill,10803 Ironton Cut Off Road,Little Rock,AR,Pulaski,72206,34.65129,-92.30241,0,0,0.0,0,0
66.0,Modelfill Landfill,3817 Mabelvale Pike,Little Rock,AR,Pulaski,72204,34.7124,-92.3318,0,0,0.0,0,0
73.0,Two Pine Landfill,100 Two Pine Drive,North Little Rock,AR,Pulaski,72117,34.8371,-92.1497,0,0,0.0,0,0
65.0,Mississippi County LF,1695 East CR-506,Luxora,AR,Mississippi,72358,35.78,-89.97,0,0,0.0,0,0
68.0,Northeast AR RSWMD Landfill Phases 2 & 3,1810 Greene 890 Road,Paragould,AR,Greene,72450,36.085,-90.4539,0,0,0.0,0,0
69.0,Ozark Ridge Landfill,"10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7",Danville,AR,Yell,72833,35.09,-93.2079,0,0,0.0,0,0
70.0,"Rolling Meadows Landfill, Inc.",1420 Hamric Road,Hazen,AR,Prairie,72064,34.8476,-91.59002,0,0,0.0,0,0
71.0,Saline County RWMD LF,18511 W. Sardis Road,Bauxite,AR,Saline,72011,34.5606,-92.4818,0,0,0.0,0,0
74.0,Union County Recycling & Disposal Facility,3083 Smackover Highway,El Dorado,AR,Union,71730,33.32,-92.6855,0,0,0.0,0,0
75.0,Upper Southwest RSWMD,319 Landfill Road,Nashville,AR,Howard,71852,34.075,-93.868,0,0,0.0,0,0
76.0,27th Avenue Landfill,3060 S. 27th Avenue,Phoenix,AZ,Maricopa,85009,33.42,-112.1168,0,0,0.0,0,0
79.0,Butterfield Station Landfill,40404 S. 99th Avenue,Mobile,AZ,Maricopa,85139,33.08,-112.2757,0,0,0.0,0,0
81.0,Cave Creek MSW Landfill,3955 E. Carefree Highway,Cave Creek,AZ,Maricopa,85331,33.79,-111.997,0,0,0.0,0,0
83.0,City of Chandler Landfill,3850 South McQueen Road,Chandler,AZ,Maricopa,85286,33.251,-111.8251,0,0,0.0,0,0
84.0,City of Glendale Municipal Landfill,11480 W Glendale Avenue,Glendale,AZ,Maricopa,85307,33.5364,-112.3065,0,0,0.0,0,0
97.0,Lone Cactus Landfill,21402 N. 7th Street,Phoenix,AZ,Maricopa,85024,33.682456,-112.065633,0,0,0.0,0,0
101.0,North Center Street Landfill,2799 North Center Street,Scottsdale,AZ,Maricopa,85256,33.465,-111.8295,0,0,0.0,0,0
102.0,Northwest Regional MSW Landfill,19401 W. Deer Valley Road,Surprise,AZ,Maricopa,85387,33.678000000000004,-112.481,0,0,0.0,0,0
104.0,Queen Creek MSW Landfill,20224 E Riggs Road,Queen Creek,AZ,Maricopa,85142,33.2195,-111.6469,0,0,0.0,0,0
106.0,Salt River Landfill,13602 N. Beeline Highway,Scottsdale,AZ,Maricopa,85256,33.508775,-111.778214,0,0,0.0,0,0
108.0,Skunk Creek Landfill,3165 W. Happy Valley Road,Phoenix,AZ,Maricopa,85027,33.71276,-112.12764,0,0,0.0,0,0
110.0,Southwest Regional Landfill,24427 S Highway 85,Buckeye,AZ,Maricopa,85326,33.34469,-112.62391,0,0,0.0,0,0
111.0,State Route 85 Landfill,28633 W. Patterson Road,Buckeye,AZ,Maricopa,85326,33.178917,-112.66485,0,0,0.0,0,0
113.0,Tri-Cities Landfill,11630 North Beeline Highway,Scottsdale,AZ,Maricopa,85256,33.476,-111.8295,0,0,0.0,0,0
77.0,Apache County Regional Landfill - Blue Hills,"Highway 191
3 mi NE of St. Johns",St. Johns,AZ,Apache,85936,34.529,-109.312,0,0,0.0,0,0
78.0,Apache Junction LF,4050 South Tomahawk Road,Apache Junction,AZ,Pinal,85219,33.37893,-111.52877,0,0,0.0,0,0
80.0,Cactus Landfill,22481 East Deep Well Ranch Road,Florence,AZ,Pinal,85132,32.7679,-111.3223,0,0,0.0,0,0
90.0,Durham Regional Landfill,"22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)",Florence,AZ,Pinal,85132,32.68,-111.291,0,0,0.0,0,0
94.0,Ironwood Landfill,12720 East Highway 287,Florence,AZ,Pinal,85232,33.0077,-111.4316,0,0,0.0,0,0
82.0,Cinder Lake MSW LF,6770 E. Cinder Lake Landfill Road,Flagstaff,AZ,Coconino,86004,35.30699999999999,-111.517,0,0,0.0,0,0
85.0,Cochise County Western Regional Landfill,2595 N. Sagebrush Road,Huachuca City,AZ,Cochise,85616,31.718000000000004,-110.288,0,0,0.0,0,0
87.0,Copper Mountain Landfill,34853 East County 12th Street,Wellton,AZ,Yuma,85356,32.649,-114.05565,0,0,0.0,0,0
109.0,South Yuma County Landfill,19536 S. Avenue 1 E,Yuma,AZ,Yuma,85365,32.5689,-114.61613,0,0,0.0,0,0
91.0,Gray Wolf Regional Landfill,23355 East Highway 169,Dewey,AZ,Yavapai,86327,34.5167,-112.0483,0,0,0.0,0,0
92.0,Harrison Landfill,9245 East Irvington Road,Tucson,AZ,Pima,85730,32.1627,-110.7902,0,0,0.0,0,0
98.0,Los Reales Landfill,5300 E. Los Reales Road,Tucson,AZ,Pima,85756,32.1192,-110.88,0,0,0.0,0,0
99.0,Marana Regional Landfill,14508 West Avra Valley Road,Marana,AZ,Pima,85653,32.410302,-111.283295,0,0,0.0,0,0
112.0,Tangerine Road MSW Landfill,10220 W. Tangerine Road,Marana,AZ,Pima,85653,32.41944,-111.1833,0,0,0.0,0,0
114.0,Vincent Mullins Landfill,East Speedway Boulevard,Tucson,AZ,Pima,85715,32.23565,-110.8378,0,0,0.0,0,0
95.0,La Paz County Landfill,"26999 Highway 95
Mile Post 128",Parker,AZ,La Paz,85344,33.951822,-114.21653899999998,0,0,0.0,0,0
96.0,Lake Havasu Landfill,3251 East Chenoweth Drive,Lake Havasu City,AZ,Mohave,86404,34.5463,-114.339,0,0,0.0,0,0
100.0,Mohave Valley Landfill,3999 El Rodeo Road,Mohave Valley,AZ,Mohave,86426,35.0135,-114.567,0,0,0.0,0,0
103.0,Painted Desert Landfill,9001 N. Porter Avenue,Joseph City,AZ,Navajo,86032,34.998000000000005,-110.3347,0,0,0.0,0,0
105.0,Rio Rico MSW Landfill,1500 W. Frontage Road,Rio Rico,AZ,Santa Cruz,85648,31.5194,-111.0186,0,0,0.0,0,0
115.0,Acme LF,950 Waterbird Way,Martinez,CA,Contra Costa,94553,38.034,-122.09056,0,0,0.0,0,0
200.0,Contra Costa SLF,"James Donlon Boulevard
1/4mi E/O Somersville Road",Antioch,CA,Contra Costa,94509,37.9875,-121.84528,0,0,0.0,0,0
260.0,Keller Canyon LF,901 Bailey Road,Pittsburg,CA,Contra Costa,94565,38.00472,-121.93611,0,0,0.0,0,0
402.0,West Contra Costa SLF,1 Parr Boulevard,Richmond,CA,Contra Costa,94801,37.96778,-122.37639,0,0,0.0,0,0
117.0,All Purpose Landfill,5401 Lafayette Street,Santa Clara,CA,Santa Clara,95054,37.41639,-121.97056,0,0,0.0,0,0
239.0,Guadalupe Rubbish Disposal Facility,15999 Guadalupe Mines Road,San Jose,CA,Santa Clara,95120,37.21139,-121.90139,0,0,0.0,0,0
265.0,Kirby Canyon Recycling & Disposal Facility,910 Coyote Creek Golf Drive,Morgan Hill,CA,Santa Clara,95037,37.18507,-121.67109,0,0,0.0,0,0
304.0,"Newby Island SLF Phases I, II, & III",1601 Dixon Landing Road,Milpitas,CA,Santa Clara,95035,37.45897,-121.94108,0,0,0.0,0,0
318.0,Palo Alto LF,2830 Embarcadero Road,Palo Alto,CA,Santa Clara,94303,37.45,-122.105,0,0,0.0,0,0
336.0,Recology Pacheco Pass LF,3665 Pacheco Pass Highway,Gilroy,CA,Santa Clara,95020,36.99577,-121.4789,0,0,0.0,0,0
358.0,Shoreline LF at Mountain View,"1780 Ampitheatre Parkway
2600 Shoreline Boulevard",Mountain View,CA,Santa Clara,94043,37.4236,-122.0903,0,0,0.0,0,0
370.0,Sunnyvale LF,301 Carl Road,Sunnyvale,CA,Santa Clara,94089,37.4184,-122.00776,0,0,0.0,0,0
414.0,Zanker Road (Nine Par) SLF,705 Los Esteros Road,San Jose,CA,Santa Clara,95134,37.43325,-121.95713,0,0,0.0,0,0
118.0,Allied Imperial Landfill,104 East Robinson Road,Imperial,CA,Imperial,92251,32.858000000000004,-115.526,0,0,0.0,0,0
250.0,Hot Spa Cut & Fill Site,10466 Spa Road,Niland,CA,Imperial,92257,33.41528,-115.67611,0,0,0.0,0,0
305.0,Niland Cut & Fill Site,8450 Cuff Road,Niland,CA,Imperial,92257,33.27111,-115.49167,0,0,0.0,0,0
119.0,Altamont Landfill & Resource Recovery Facility,10840 Altamont Pass Road,Livermore,CA,Alameda,94551,37.75,-121.65667,0,0,0.0,0,0
208.0,Davis Street LF,2615 Davis Street,San Leandro,CA,Alameda,94577,37.7144,-122.1948,0,0,0.0,0,0
382.0,Tri-Cities Landfill,7010 Auto Mall Parkway,Fremont,CA,Alameda,94538,37.49227,-121.99229,0,0,0.0,0,0
395.0,Vasco Road SLF,4001 North Vasco Road,Livermore,CA,Alameda,94550,37.75333,-121.72333,0,0,0.0,0,0
122.0,American Avenue Landfill,18950 West American Avenue,Kerman,CA,Fresno,93630,36.66171,-120.1457,0,0,0.0,0,0
177.0,Chateau Fresno LF,8662 W. Muscat,Fresno,CA,Fresno,93706,36.6856,-119.9397,0,0,0.0,0,0
179.0,Chestnut Avenue SLF,12825 South Chestnut Avenue,Fresno,CA,Fresno,93725,36.5513,-119.7387,0,0,0.0,0,0
184.0,City of Clovis LF,15679 Auberry Road,Clovis,CA,Fresno,93619,36.94300000000001,-119.685,0,0,0.0,0,0
185.0,City of Fresno Landfill,1707 West Jensen Avenue,Fresno,CA,Fresno,93706,36.7067,-119.8311,0,0,0.0,0,0
197.0,Coalinga Disposal Site,30825 Lost Hills Road,Coalinga,CA,Fresno,93210,36.10972,-120.35918,0,0,0.0,0,0
313.0,Orange Avenue Disposal Inc.,3280 South Orange Avenue,Fresno,CA,Fresno,93725,36.68694,-119.76306,0,0,0.0,0,0
367.0,Southeast Regional Solid Waste Disposal Site,12716 Dinuba Avenue,Selma,CA,Fresno,93662,36.59049,-119.56238,0,0,0.0,0,0
123.0,American Canyon SLF,End of Eucalyptus Drive,American Canyon,CA,Napa,94503,38.18056,-122.27556,0,0,0.0,0,0
195.0,Clover Flat Landfill,4380 Silverado Trail,Calistoga,CA,Napa,94515,38.5848,-122.534,0,0,0.0,0,0
124.0,Anderson Landfill,18703 Cambridge Road,Anderson,CA,Shasta,96007,40.45,-122.283334,0,0,0.0,0,0
401.0,West Central LF,14095 Clear Creek Road,Igo,CA,Shasta,96047,40.48156,-122.53498,0,0,0.0,0,0
126.0,Antelope Valley Recycling and Disposal Facility,1200 W. City Ranch Road,Palmdale,CA,Los Angeles,93551,34.56768,-118.14994,0,0,0.0,0,0
134.0,"Azusa Land Reclamation Company, Inc.",1211 W. Gladstone Street,Azusa,CA,Los Angeles,91702,34.1159,-117.929,0,0,0.0,0,0
152.0,BKK Landfill-Phases I & II,2210 South Azusa Avenue,West Covina,CA,Los Angeles,91792,34.0353,-117.913,0,0,0.0,0,0
159.0,Bradley Landfill,9227 Tujunga Avenue,Sun Valley,CA,Los Angeles,91352,34.23753,-118.38042,0,0,0.0,0,0
164.0,Burbank LF Site No. 3,2500 N. Bel Aire Drive,Burbank,CA,Los Angeles,91504,34.21018,-118.31192,0,0,0.0,0,0
166.0,Calabasas SLF,5300 Lost Hills Road,Agoura Hills,CA,Los Angeles,91301,34.14862,-118.70953,0,0,0.0,0,0
183.0,Chiquita Canyon SLF,29201 Henry Mayo Drive,Castaic,CA,Los Angeles,91384,34.428059999999995,-118.64661,0,0,0.0,0,0
254.0,Industry Hills Sheraton Resort,#1 Industry Hills Parkway,Industry Hills,CA,Los Angeles,91744,34.021,-117.92778,0,0,0.0,0,0
269.0,Lancaster Landfill,600 East Avenue `F`,Lancaster,CA,Los Angeles,93535,34.7474,-118.1165,0,0,0.0,0,0
278.0,Lopez Canyon SLF,11950 Lopez Canyon Road,Sylmar,CA,Los Angeles,91342,34.29028,-118.39111,0,0,0.0,0,0
294.0,Mission Canyon Landfill,1801 & 2501 North Sepulveda Boulevard,Los Angeles,CA,Los Angeles,90049,34.1102,-118.4824,0,0,0.0,0,0
295.0,Mission Hills,12445 Mountaingate Drive,Los Angeles,CA,Los Angeles,90049,34.1073,-118.4876,0,0,0.0,0,0
312.0,"Operating Industries, Inc. LF (OII)","900 Potrero Grande Drive
End of Greenwood Avenue",Monterey Park,CA,Los Angeles,91754,34.031,-118.108,0,0,0.0,0,0
320.0,Palos Verdes Landfill,25680 Hawthorne Boulevard,Rolling Hills Estates,CA,Los Angeles,90274,33.79189,-118.35243,0,0,0.0,0,0
322.0,Penrose LF,8251 - 8301 Tujunga Avenue,Sun Valley,CA,Los Angeles,91352,34.2186,-118.3816,0,0,0.0,0,0
330.0,Puente Hills LF,2800 S. Workman Mill Road,Whittier,CA,Los Angeles,90601,34.02033,-118.00603999999998,0,0,0.0,0,0
354.0,Savage Canyon LF,13919 East Penn Street,Whittier,CA,Los Angeles,90602,33.9799,-118.0171,0,0,0.0,0,0
355.0,Scholl Canyon SLF,3001 Scholl Canyon Road,Glendale,CA,Los Angeles,91206,34.15188,-118.19673,0,0,0.0,0,0
357.0,Sheldon-Arleta LF,12455 Wicks Street,Sun Valley,CA,Los Angeles,91352,34.2263,-118.4044,0,0,0.0,0,0
368.0,Spadra LF,4125 W. Valley Boulevard,Walnut,CA,Los Angeles,91789,34.03864,-117.82379,0,0,0.0,0,0
371.0,Sunshine Canyon Landfill,14747 San Fernando Road,Sylmar,CA,Los Angeles,91342,34.32352,-118.50294,0,0,0.0,0,0
381.0,Toyon Canyon LF,5050 Mt Hollywood Drive,Los Angeles,CA,Los Angeles,90027,34.1444,-118.3012,0,0,0.0,0,0
128.0,Apple Valley Disposal Site,Yucca Loma Road,Apple Valley,CA,San Bernardino,92307,34.5,-117.11,0,0,0.0,0,0
136.0,Baker Refuse Disposal Site,72799 Soda Baker Road,Baker,CA,San Bernardino,92309,35.23300000000001,-116.061,0,0,0.0,0,0
140.0,Barstow Sanitary Landfill,32553 Barstow Road,Barstow,CA,San Bernardino,92311,34.833890000000004,-117.02,0,0,0.0,0,0
148.0,Big Bear Refuse Disposal Site,38550 Holcomb Valley Road,Big Bear City,CA,San Bernardino,92314,34.2994,-116.8736,0,0,0.0,0,0
168.0,California Street LF,2151 Nevada Street,Redlands,CA,San Bernardino,92373,34.08861,-117.221,0,0,0.0,0,0
199.0,Colton Sanitary Landfill,850 Tropica Rancho Road,Colton,CA,San Bernardino,92324,34.045559999999995,-117.33861,0,0,0.0,0,0
245.0,Hesperia Refuse Disposal Site,7 miles South on Hesperia Road,Hesperia,CA,San Bernardino,92345,34.346,-117.349,0,0,0.0,0,0
270.0,Landers Sanitary Landfill,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,CA,San Bernardino,92285,34.24048,-116.38152,0,0,0.0,0,0
275.0,Lenwood-Hinkley Refuse Disposal Site,37751 Lenwood Road,Lenwood,CA,San Bernardino,92311,34.9355,-117.1183,0,0,0.0,0,0
282.0,Lucerne Valley Disposal Site,Camp Rock Road,Lucerne Valley,CA,San Bernardino,92356,34.4307,-116.8542,0,0,0.0,0,0
292.0,Mid-Valley Sanitary LF,2390 N. Alder Avenue,Rialto,CA,San Bernardino,92377,34.14333,-117.43,0,0,0.0,0,0
293.0,Milliken SLF,2050 S. Milliken Avenue,Ontario,CA,San Bernardino,91761,34.0365,-117.5583,0,0,0.0,0,0
298.0,Morongo Disposal Site,1/2 mile East of Highway 62,Morongo Valley,CA,San Bernardino,92256,34.0557,-116.558,0,0,0.0,0,0
301.0,Needles Solid Waste Disposal Site,13930 Needles Landfill Road,Needles,CA,San Bernardino,92363,34.8526,-114.631,0,0,0.0,0,0
303.0,Newberry Springs Disposal Site,"Poniete Drive
3 miles South of Highway 66",Newberry Springs,CA,San Bernardino,92365,34.791,-116.66,0,0,0.0,0,0
323.0,Phelan Refuse Disposal Site,10130 Buckwheat Road,Phelan,CA,San Bernardino,92371,34.4343,-117.6075,0,0,0.0,0,0
350.0,San Timoteo Solid Waste Disposal Site,31 Refuse Road,Redlands,CA,San Bernardino,92373,34.0117,-117.2133,0,0,0.0,0,0
383.0,Trona-Argus Refuse Disposal Site,83000 1st Street,Trona,CA,San Bernardino,93562,35.7632,-117.399,0,0,0.0,0,0
386.0,Twentynine Palms Disposal Site,7501 Pinto Mountain Road,Twentynine Palms,CA,San Bernardino,92277,34.1192,-115.9652,0,0,0.0,0,0
392.0,Upland LF,"1460 N. Campus Avenue
BTW E. 14th and E. 15th",Upland,CA,San Bernardino,91786,34.11667,-117.64,0,0,0.0,0,0
396.0,Victorville Sanitary Landfill,18600 Stoddard Wells Road,Victorville,CA,San Bernardino,92392,34.59333,-117.27,0,0,0.0,0,0
409.0,Yermo Disposal Site,40950 Minneola Road,Yermo,CA,San Bernardino,92398,34.940020000000004,-116.766,0,0,0.0,0,0
413.0,Yucaipa Refuse Disposal Site,33600 Oak Glen Road,Yucaipa,CA,San Bernardino,92399,34.0465,-117.06,0,0,0.0,0,0
130.0,Arvin SLF,5500 North Wheeler Ridge Road,Arvin,CA,Kern,93203,35.1905,-118.9145,0,0,0.0,0,0
137.0,Bakersfield City Landfill,4200 Panorama Drive,Bakersfield,CA,Kern,93306,35.41418,-118.94949,0,0,0.0,0,0
138.0,Bakersfield Metropolitan SLF (BENA),"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,CA,Kern,93220,35.34387,-118.75847,0,0,0.0,0,0
157.0,Boron SLF,11400 Boron Avenue,Boron,CA,Kern,93516,34.99028,-117.6475,0,0,0.0,0,0
181.0,China Grade SLF,"6500 Camino Grande Drive
E of Alfred Harrell Hwy & Fairfax Road",Bakersfield,CA,Kern,93306,35.42499,-118.92934,0,0,0.0,0,0
279.0,Lost Hills SLF,14251 Holloway Road,Lost Hills,CA,Kern,93249,35.6311,-119.75732,0,0,0.0,0,0
288.0,McFarland-Delano SLF,"Stradley Avenue
3 mi S. of Delano",Delano,CA,Kern,93215,35.741,-119.254,0,0,0.0,0,0
296.0,Mojave-Rosamond SLF,400 Silver Queen Road,Mojave,CA,Kern,93501,34.99336,-118.13881,0,0,0.0,0,0
340.0,Ridgecrest-Inyokern SLF,3301 Bowman Road,Ridgecrest,CA,Kern,93555,35.60254000000001,-117.73755,0,0,0.0,0,0
356.0,Shafter-Wasco SLF,17621 Scofield Road,Shafter,CA,Kern,93263,35.51042,-119.41085,0,0,0.0,0,0
373.0,Taft SLF,13351 Elk Hills Road,Taft,CA,Kern,93268,35.20377,-119.45314,0,0,0.0,0,0
377.0,Tehachapi SLF,12001 Tehachapi Boulevard,Tehachapi,CA,Kern,93561,35.12362,-118.34031,0,0,0.0,0,0
132.0,Austin Road Landfill,9999 South Austin Road,Manteca,CA,San Joaquin,95336,37.7795,-121.1767,0,0,0.0,0,0
202.0,Corral Hollow LF,31130 S. Corral Hollow Road,Tracy,CA,San Joaquin,95377,37.67,-121.45667,0,0,0.0,0,0
226.0,"Foothill Sanitary Landfill, Inc.",6484 North Waverly Road,Linden,CA,San Joaquin,95236,38.0371,-120.94489,0,0,0.0,0,0
229.0,Forward Landfill,9999 S. Austin Road,Manteca,CA,San Joaquin,95336,37.874624,-121.1833,0,0,0.0,0,0
242.0,Harney Lane SLF,1/4 Mi E Of Jack Tone Road,Lodi,CA,San Joaquin,95240,38.0994,-121.1364,0,0,0.0,0,0
307.0,North County SLF,17720 East Harney Lane,Lodi,CA,San Joaquin,95240,38.097,-121.10193999999998,0,0,0.0,0,0
133.0,Avenal Regional Landfill,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,CA,Kings,93204,36.01195,-120.11535,0,0,0.0,0,0
207.0,CWMI - KHF (MSW Landfill B-19),35251 Old Skyline Road,Kettleman City,CA,Kings,93239,36.1003959,-120.02029640000002,0,0,0.0,0,0
